transaction_id,date,category,region,quantity,unit_price,payment_type,customer_age,total_value
TXN00230,2024-02-27 06:00:00,Books,East,7,247.17,Cash,56.0,1730.19
TXN00231,2024-02-27 12:00:00,Clothing,Central,5,71.01,Cash,26.0,355.05
TXN00232,2024-02-27 18:00:00,Electronics,West,4,125.06,Credit Card,36.0,500.24
TXN00233,2024-02-28 00:00:00,Books,Central,7,149.39,Debit Card,33.0,1045.73
TXN00234,2024-02-28 06:00:00,Books,South,7,462.53,Cash,71.0,3237.71
TXN00235,2024-02-28 12:00:00,Electronics,West,6,119.04,PayPal,42.0,714.24
TXN00236,2024-02-28 18:00:00,Clothing,South,8,148.18,Debit Card,65.0,1185.44
TXN00237,2024-02-29 00:00:00,Electronics,West,4,187.83,Debit Card,35.0,751.32
TXN00238,2024-02-29 06:00:00,Books,West,5,333.55,Cash,40.0,1667.75
TXN00239,2024-02-29 12:00:00,Sports,South,4,63.53,PayPal,70.0,254.12
TXN00240,2024-02-29 18:00:00,Sports,East,1,477.2,PayPal,38.0,477.2
TXN00241,2024-03-01 00:00:00,Home & Garden,North,8,433.46,PayPal,28.0,3467.68
TXN00242,2024-03-01 06:00:00,Electronics,Central,1,290.72,Debit Card,56.0,290.72
TXN00243,2024-03-01 12:00:00,Electronics,West,5,338.65,Credit Card,58.0,1693.25
TXN00244,2024-03-01 18:00:00,Home & Garden,Central,6,13.25,Debit Card,21.0,79.5
TXN00245,2024-03-02 00:00:00,Home & Garden,South,6,172.78,Debit Card,42.0,1036.68
TXN00246,2024-03-02 06:00:00,Home & Garden,Central,5,398.85,Cash,49.0,1994.25
TXN00247,2024-03-02 12:00:00,Books,South,3,43.35,Credit Card,47.0,130.05
TXN00248,2024-03-02 18:00:00,Electronics,Central,5,144.75,PayPal,62.0,723.75
TXN00249,2024-03-03 00:00:00,Books,North,8,294.72,Cash,43.0,2357.76
TXN00250,2024-03-03 06:00:00,Home & Garden,North,2,131.92,Debit Card,74.0,263.84
TXN00251,2024-03-03 12:00:00,Electronics,North,6,467.32,Credit Card,53.0,2803.92
TXN00252,2024-03-03 18:00:00,Books,North,9,69.87,PayPal,68.0,628.83
TXN00253,2024-03-04 00:00:00,Books,North,8,399.71,PayPal,51.0,3197.68
TXN00254,2024-03-04 06:00:00,Home & Garden,North,8,256.43,Debit Card,26.0,2051.44
TXN00255,2024-03-04 12:00:00,Electronics,South,8,376.41,PayPal,29.0,3011.28
TXN00256,2024-03-04 18:00:00,Home & Garden,West,7,158.8,PayPal,19.0,1111.6
TXN00257,2024-03-05 00:00:00,Electronics,Central,8,259.67,Credit Card,55.0,2077.36
TXN00258,2024-03-05 06:00:00,Sports,North,6,429.13,Cash,22.0,2574.78
TXN00259,2024-03-05 12:00:00,Clothing,South,2,236.1,Credit Card,22.0,472.2
TXN00260,2024-03-05 18:00:00,Clothing,South,2,183.06,Cash,69.0,366.12
TXN00261,2024-03-06 00:00:00,Clothing,South,8,270.4,Cash,39.0,2163.2
TXN00262,2024-03-06 06:00:00,Home & Garden,West,1,360.09,Cash,22.0,360.09
TXN00263,2024-03-06 12:00:00,Sports,Central,6,224.56,PayPal,21.0,1347.36
TXN00264,2024-03-06 18:00:00,Electronics,West,6,469.74,Credit Card,26.0,2818.44
TXN00265,2024-03-07 00:00:00,Books,East,4,151.0,PayPal,46.0,604.0
TXN00266,2024-03-07 06:00:00,Electronics,South,3,240.35,Debit Card,39.0,721.05
TXN00267,2024-03-07 12:00:00,Books,East,3,379.68,Credit Card,44.0,1139.04
TXN00268,2024-03-07 18:00:00,Electronics,North,1,346.11,Cash,27.0,346.11
TXN00269,2024-03-08 00:00:00,Sports,North,3,432.5,PayPal,33.0,1297.5
TXN00270,2024-03-08 06:00:00,Books,West,4,498.42,PayPal,59.0,1993.68
TXN00271,2024-03-08 12:00:00,Home & Garden,Central,5,216.29,Credit Card,59.0,1081.45
TXN00272,2024-03-08 18:00:00,Electronics,East,3,60.02,Credit Card,68.0,180.06
TXN00273,2024-03-09 00:00:00,Electronics,Central,6,20.06,Cash,27.0,120.36
TXN00274,2024-03-09 06:00:00,Books,West,5,364.8,Cash,23.0,1824.0
TXN00275,2024-03-09 12:00:00,Home & Garden,North,3,437.64,Debit Card,66.0,1312.92
TXN00276,2024-03-09 18:00:00,Home & Garden,Central,6,114.25,Cash,22.0,685.5
TXN00277,2024-03-10 00:00:00,Sports,Central,6,83.43,PayPal,23.0,500.58
TXN00278,2024-03-10 06:00:00,Home & Garden,North,8,35.79,Debit Card,73.0,286.32
TXN00279,2024-03-10 12:00:00,Home & Garden,East,2,412.24,Debit Card,64.0,824.48
TXN00280,2024-03-10 18:00:00,Home & Garden,North,1,159.13,Debit Card,42.0,159.13
TXN00281,2024-03-11 00:00:00,Clothing,Central,4,203.84,Credit Card,68.0,815.36
TXN00282,2024-03-11 06:00:00,Sports,East,7,253.86,Cash,67.0,1777.02
TXN00283,2024-03-11 12:00:00,Electronics,East,3,420.53,Debit Card,21.0,1261.59
TXN00284,2024-03-11 18:00:00,Books,North,3,327.16,Credit Card,57.0,981.48
TXN00285,2024-03-12 00:00:00,Electronics,Central,5,309.46,Credit Card,65.0,1547.3
TXN00286,2024-03-12 06:00:00,Sports,West,5,91.96,Debit Card,49.0,459.8
TXN00287,2024-03-12 12:00:00,Books,Central,3,259.03,Debit Card,73.0,777.09
TXN00288,2024-03-12 18:00:00,Sports,South,9,359.11,PayPal,68.0,3231.99
TXN00289,2024-03-13 00:00:00,Home & Garden,West,4,486.76,Debit Card,69.0,1947.04
TXN00290,2024-03-13 06:00:00,Books,East,3,104.7,PayPal,52.0,314.1
TXN00291,2024-03-13 12:00:00,Home & Garden,West,2,9.72,Debit Card,27.0,19.44
TXN00292,2024-03-13 18:00:00,Electronics,East,9,42.27,Debit Card,51.0,380.43
TXN00293,2024-03-14 00:00:00,Electronics,East,4,191.05,Cash,53.0,764.2
TXN00294,2024-03-14 06:00:00,Books,West,3,411.17,Debit Card,23.0,1233.51
TXN00295,2024-03-14 12:00:00,Books,East,7,8.54,Debit Card,60.0,59.78
TXN00296,2024-03-14 18:00:00,Sports,East,8,231.08,PayPal,63.0,1848.64
TXN00297,2024-03-15 00:00:00,Sports,South,2,167.97,PayPal,33.0,335.94
TXN00298,2024-03-15 06:00:00,Home & Garden,Central,7,30.98,Cash,70.0,216.86
TXN00299,2024-03-15 12:00:00,Books,Central,5,227.87,Debit Card,36.0,1139.35
TXN00300,2024-03-15 18:00:00,Electronics,South,5,131.1,Debit Card,51.0,655.5
TXN00301,2024-03-16 00:00:00,Sports,West,3,179.18,PayPal,42.0,537.54
TXN00302,2024-03-16 06:00:00,Sports,North,5,354.28,Credit Card,48.0,1771.4
TXN00303,2024-03-16 12:00:00,Electronics,North,2,263.17,Credit Card,66.0,526.34
TXN00304,2024-03-16 18:00:00,Sports,North,4,66.7,Credit Card,58.0,266.8
TXN00305,2024-03-17 00:00:00,Home & Garden,South,6,480.9,PayPal,34.0,2885.4
